,MMM-YY,Driver_ID,Age,Gender,City,Education_Level,Income,Dateofjoining,LastWorkingDate,Joining Designation,Grade,Total Business Value,Quarterly Rating
4821,10/1/2020,714,35,0,C13,2,81352,11/8/2019,10/12/2020,3,3,0,1
4822,12/1/2020,715,41,0,C4,1,34780,19/12/20,,2,2,0,1
4823,1/1/2019,716,42,0,C1,1,57593,11/10/2017,,1,2,211870,2
4824,2/1/2019,716,42,0,C1,1,57593,11/10/2017,,1,2,345600,2
4825,3/1/2019,716,42,0,C1,1,57593,11/10/2017,,1,2,936810,2
4826,4/1/2019,716,42,0,C1,1,57593,11/10/2017,,1,2,0,2
4827,5/1/2019,716,43,0,C1,1,57593,11/10/2017,,1,2,216750,2
4828,6/1/2019,716,43,0,C1,1,57593,11/10/2017,,1,2,550500,2
4829,7/1/2019,716,43,0,C1,1,57593,11/10/2017,,1,2,10524080,4
4830,8/1/2019,716,43,0,C1,1,57593,11/10/2017,,1,2,500000,4
4831,9/1/2019,716,43,0,C1,1,57593,11/10/2017,,1,2,0,4
4832,10/1/2019,716,43,0,C1,1,57593,11/10/2017,,1,2,305580,3
4833,11/1/2019,716,43,0,C1,1,57593,11/10/2017,,1,2,999000,3
4834,12/1/2019,716,43,0,C1,1,57593,11/10/2017,,1,2,500000,3
4835,1/1/2020,716,43,0,C1,1,57593,11/10/2017,,1,2,3199990,4
4836,2/1/2020,716,43,0,C1,1,57593,11/10/2017,,1,2,1443270,4
4837,3/1/2020,716,43,0,C1,1,57593,11/10/2017,,1,2,4450470,4
4838,4/1/2020,716,43,0,C1,1,57593,11/10/2017,,1,2,1600000,4
4839,5/1/2020,716,44,0,C1,1,57593,11/10/2017,,1,2,153080,4
4840,6/1/2020,716,44,0,C1,1,57593,11/10/2017,,1,2,1000520,4
4841,7/1/2020,716,44,0,C1,1,57593,11/10/2017,,1,2,3866960,4
4842,8/1/2020,716,44,0,C1,1,57593,11/10/2017,,1,2,0,4
4843,9/1/2020,716,44,0,C1,1,57593,11/10/2017,,1,2,1708220,4
4844,10/1/2020,716,44,0,C1,1,63352,11/10/2017,,1,3,404790,3
4845,11/1/2020,716,44,0,C1,1,63352,11/10/2017,,1,3,742960,3
4846,12/1/2020,716,44,0,C1,1,63352,11/10/2017,,1,3,1252620,3
4847,1/1/2019,718,26,0,C15,2,67490,26/04/16,,1,3,450580,2
4848,2/1/2019,718,26,0,C15,2,67490,26/04/16,,1,3,753960,2
4849,3/1/2019,718,,0,C15,2,67490,26/04/16,,1,3,984470,2
4850,4/1/2019,718,26,0,C15,2,67490,26/04/16,,1,3,397600,3
4851,5/1/2019,718,26,0,C15,2,67490,26/04/16,,1,3,1000000,3
4852,6/1/2019,718,26,0,C15,2,67490,26/04/16,,1,3,565880,3
4853,7/1/2019,718,26,0,C15,2,67490,26/04/16,,1,3,871860,3
4854,8/1/2019,718,26,0,C15,2,67490,26/04/16,,1,3,95570,3
4855,9/1/2019,718,26,0,C15,2,67490,26/04/16,,1,3,1813450,3
4856,10/1/2019,718,26,0,C15,2,67490,26/04/16,,1,3,189180,2
4857,11/1/2019,718,26,0,C15,2,67490,26/04/16,,1,3,360480,2
4858,12/1/2019,718,26,0,C15,2,67490,26/04/16,,1,3,122390,2
4859,1/1/2020,718,27,0,C15,2,67490,26/04/16,,1,3,2331900,4
4860,2/1/2020,718,27,0,C15,2,67490,26/04/16,,1,3,1191980,4
4861,3/1/2020,718,27,0,C15,2,67490,26/04/16,,1,3,4710230,4
4862,4/1/2020,718,27,0,C15,2,67490,26/04/16,,1,3,400560,3
4863,5/1/2020,718,27,0,C15,2,67490,26/04/16,,1,3,152490,3
4864,6/1/2020,718,27,0,C15,2,67490,26/04/16,,1,3,756490,3
4865,7/1/2020,718,27,0,C15,2,67490,26/04/16,,1,3,590430,3
4866,8/1/2020,718,,0,C15,2,67490,26/04/16,,1,3,1063100,3
4867,9/1/2020,718,27,0,C15,2,67490,26/04/16,,1,3,233300,3
4868,10/1/2020,718,27,0,C15,2,67490,26/04/16,,1,3,250240,4
4869,11/1/2020,718,27,0,C15,2,67490,26/04/16,,1,3,938540,4
4870,12/1/2020,718,27,0,C15,2,67490,26/04/16,,1,3,3318050,4
4871,6/1/2020,721,34,0,C19,2,101880,29/05/20,,3,3,0,1
4872,7/1/2020,721,34,0,C19,2,101880,29/05/20,,3,3,551190,3
4873,8/1/2020,721,34,0,C19,2,101880,29/05/20,,3,3,0,3
4874,9/1/2020,721,34,0,C19,2,101880,29/05/20,,3,3,1732820,3
4875,10/1/2020,721,34,0,C19,2,101880,29/05/20,,3,3,1461780,3
4876,11/1/2020,721,34,0,C19,2,101880,29/05/20,,3,3,641480,3
4877,12/1/2020,721,34,0,C19,2,101880,29/05/20,,3,3,616430,3
4878,1/1/2019,722,37,0,C9,1,37839,13/11/18,,2,2,797280,2
4879,2/1/2019,722,37,0,C9,1,37839,13/11/18,,2,2,476670,2
4880,3/1/2019,722,37,0,C9,1,37839,13/11/18,,2,2,350250,2
4881,4/1/2019,722,37,0,C9,1,37839,13/11/18,,2,2,100000,1
4882,5/1/2019,722,37,0,C9,1,37839,13/11/18,5/7/2019,2,2,0,1
4883,1/1/2019,723,31,0,C17,1,42243,27/07/18,,1,1,219760,3
4884,2/1/2019,723,31,0,C17,1,42243,27/07/18,,1,1,331020,3
4885,3/1/2019,723,31,0,C17,1,42243,27/07/18,,1,1,1395190,3
4886,4/1/2019,723,31,0,C17,1,42243,27/07/18,,1,1,247280,4
4887,5/1/2019,723,31,0,C17,1,42243,27/07/18,,1,1,1040970,4
4888,6/1/2019,723,31,0,C17,1,42243,27/07/18,,1,1,200000,4
4889,7/1/2019,723,32,0,C17,1,42243,27/07/18,,1,1,316520,4
4890,8/1/2019,723,32,0,C17,1,42243,27/07/18,,1,1,154330,4
4891,9/1/2019,723,32,0,C17,1,42243,27/07/18,,1,1,2110820,4
4892,10/1/2019,723,32,0,C17,1,42243,27/07/18,,1,1,200000,2
4893,11/1/2019,723,32,0,C17,1,42243,27/07/18,,1,1,506620,2
4894,12/1/2019,723,32,0,C17,1,42243,27/07/18,,1,1,139120,2
4895,1/1/2020,723,32,0,C17,1,42243,27/07/18,,1,1,400000,2
4896,2/1/2020,723,32,0,C17,1,42243,27/07/18,,1,1,250000,2
4897,3/1/2020,723,32,0,C17,1,42243,27/07/18,,1,1,644260,2
4898,4/1/2020,723,32,0,C17,1,42243,27/07/18,,1,1,185130,3
4899,5/1/2020,723,32,0,C17,1,42243,27/07/18,,1,1,663510,3
4900,6/1/2020,723,32,0,C17,1,42243,27/07/18,,1,1,483000,3
4901,7/1/2020,723,33,0,C17,1,42243,27/07/18,,1,1,505940,3
4902,8/1/2020,723,33,0,C17,1,42243,27/07/18,,1,1,504220,3
4903,9/1/2020,723,33,0,C17,1,42243,27/07/18,,1,1,350000,3
4904,10/1/2020,723,33,0,C17,1,42243,27/07/18,,1,1,156720,1
4905,11/1/2020,723,33,0,C17,1,42243,27/07/18,,1,1,122900,1
4906,12/1/2020,723,33,0,C17,1,42243,27/07/18,,1,1,191440,1
4907,9/1/2020,724,31,1,C1,2,36430,13/09/20,,2,2,0,1
4908,10/1/2020,724,31,1,C1,2,36430,13/09/20,,2,2,0,1
4909,11/1/2020,724,32,1,C1,2,36430,13/09/20,,2,2,0,1
4910,12/1/2020,724,32,1,C1,2,36430,13/09/20,12/4/2020,2,2,0,1
4911,8/1/2020,725,29,0,C20,0,19456,8/7/2020,,1,1,0,1
4912,9/1/2020,725,29,0,C20,0,19456,8/7/2020,,1,1,0,1
4913,10/1/2020,725,29,0,C20,0,19456,8/7/2020,,1,1,0,1
4914,11/1/2020,725,29,0,C20,0,19456,8/7/2020,,1,1,211440,1
4915,12/1/2020,725,29,0,C20,0,19456,8/7/2020,12/8/2020,1,1,0,1
4916,1/1/2019,726,29,1,C18,1,51497,1/9/2017,,1,1,346660,2
4917,2/1/2019,726,29,1,C18,1,51497,1/9/2017,,1,1,309050,2
4918,3/1/2019,726,30,1,C18,1,51497,1/9/2017,,1,1,919570,2
4919,4/1/2019,726,30,1,C18,1,51497,1/9/2017,,1,1,101850,2
4920,5/1/2019,726,30,1,C18,1,51497,1/9/2017,,1,1,352410,2
4921,6/1/2019,726,30,1,C18,1,51497,1/9/2017,,1,1,0,2
4922,7/1/2019,726,30,1,C18,1,51497,1/9/2017,,1,1,300890,1
4923,8/1/2019,726,30,1,C18,1,51497,1/9/2017,,1,1,0,1
4924,9/1/2019,726,30,1,C18,1,51497,1/9/2017,21/09/19,1,1,0,1
4925,5/1/2019,727,38,0,C22,2,44720,21/05/19,,2,2,0,1
4926,6/1/2019,727,38,0,C22,2,44720,21/05/19,,2,2,0,1
4927,7/1/2019,727,38,0,C22,2,44720,21/05/19,,2,2,229080,2
4928,8/1/2019,727,38,0,C22,2,44720,21/05/19,,2,2,492690,2
4929,9/1/2019,727,38,0,C22,2,44720,21/05/19,,2,2,50000,2
4930,10/1/2019,727,38,0,C22,2,44720,21/05/19,,2,2,130800,2
4931,11/1/2019,727,39,0,C22,2,44720,21/05/19,,2,2,394210,2
4932,12/1/2019,727,39,0,C22,2,44720,21/05/19,21/12/19,2,2,0,2
4933,9/1/2020,729,33,0,C28,0,40531,9/4/2020,,2,2,0,1
4934,10/1/2020,729,33,0,C28,0,40531,9/4/2020,,2,2,0,1
4935,11/1/2020,729,33,0,C28,0,40531,9/4/2020,31/10/20,2,2,0,1
4936,1/1/2019,731,35,1,C2,0,19290,22/09/18,,1,1,228920,1
4937,2/1/2019,731,35,1,C2,0,19290,22/09/18,,1,1,0,1
4938,3/1/2019,731,35,1,C2,0,19290,22/09/18,3/3/2019,1,1,0,1
4939,12/1/2020,733,23,1,C6,0,13937,14/12/20,,1,1,0,1
4940,10/1/2019,734,34,1,C22,2,88414,24/10/19,,3,3,0,1
4941,11/1/2019,734,34,1,C22,2,88414,24/10/19,,3,3,0,1
4942,12/1/2019,734,34,1,C22,2,88414,24/10/19,,3,3,155280,1
4943,1/1/2020,734,34,1,C22,2,88414,24/10/19,,3,3,1000000,2
4944,2/1/2020,734,34,1,C22,2,88414,24/10/19,,3,3,1455350,2
4945,3/1/2020,734,34,1,C22,2,88414,24/10/19,,3,3,638030,2
4946,4/1/2020,734,34,1,C22,2,88414,24/10/19,,3,3,0,3
4947,5/1/2020,734,34,1,C22,2,88414,24/10/19,,3,3,1270040,3
4948,6/1/2020,734,34,1,C22,2,88414,24/10/19,,3,3,120160,3
4949,7/1/2020,734,35,1,C22,2,88414,24/10/19,,3,3,527610,2
4950,8/1/2020,734,35,1,C22,2,88414,24/10/19,,3,3,228710,2
4951,9/1/2020,734,35,1,C22,2,88414,24/10/19,,3,3,262880,2
4952,10/1/2020,734,35,1,C22,2,88414,24/10/19,,3,3,150140,1
4953,11/1/2020,734,35,1,C22,2,88414,24/10/19,,3,3,150140,1
4954,12/1/2020,734,35,1,C22,2,88414,24/10/19,,3,3,0,1
4955,8/1/2019,735,38,1,C12,1,110490,8/8/2019,,4,4,0,1
4956,9/1/2019,735,38,1,C12,1,110490,8/8/2019,,4,4,0,1
4957,10/1/2019,735,38,1,C12,1,110490,8/8/2019,,4,4,0,2
4958,11/1/2019,735,38,1,C12,1,110490,8/8/2019,,4,4,950000,2
4959,12/1/2019,735,38,1,C12,1,110490,8/8/2019,,4,4,500000,2
4960,1/1/2020,735,38,1,C12,1,110490,8/8/2019,1/10/2020,4,4,0,1
4961,1/1/2019,736,26,1,C15,2,81944,10/3/2018,,1,1,145500,1
4962,2/1/2019,736,26,1,C15,2,81944,10/3/2018,,1,1,213380,1
4963,3/1/2019,736,26,1,C15,2,81944,10/3/2018,,1,1,306240,1
4964,4/1/2019,736,26,1,C15,2,81944,10/3/2018,,1,1,0,1
4965,5/1/2019,736,27,1,C15,2,81944,10/3/2018,5/7/2019,1,1,0,1
4966,8/1/2020,737,40,0,C19,0,24752,8/9/2020,,3,3,0,1
4967,9/1/2020,737,40,0,C19,0,24752,8/9/2020,,3,3,0,1
4968,10/1/2020,737,40,0,C19,0,24752,8/9/2020,,3,3,0,1
4969,11/1/2020,737,40,0,C19,0,24752,8/9/2020,,3,3,192470,1
4970,12/1/2020,737,40,0,C19,0,24752,8/9/2020,,3,3,196240,1
4971,5/1/2020,738,26,0,C8,1,41980,5/5/2020,,2,2,0,1
4972,6/1/2020,738,26,0,C8,1,41980,5/5/2020,13/06/20,2,2,0,1
4973,1/1/2019,739,30,1,C20,0,108768,19/06/17,,1,3,-1244820,1
4974,2/1/2019,739,30,1,C20,0,108768,19/06/17,,1,3,491690,1
4975,3/1/2019,739,30,1,C20,0,108768,19/06/17,,1,3,661360,1
4976,4/1/2019,739,30,1,C20,0,108768,19/06/17,,1,3,473920,2
4977,5/1/2019,739,30,1,C20,0,108768,19/06/17,5/9/2019,1,3,0,2
4978,6/1/2020,740,37,0,C3,1,46131,6/12/2020,,1,1,0,1
4979,7/1/2020,740,37,0,C3,1,46131,6/12/2020,,1,1,150820,1
4980,8/1/2020,740,37,0,C3,1,46131,6/12/2020,,1,1,0,1
4981,9/1/2020,740,37,0,C3,1,46131,6/12/2020,,1,1,406320,1
4982,10/1/2020,740,37,0,C3,1,46131,6/12/2020,,1,1,430040,2
4983,11/1/2020,740,37,0,C3,1,46131,6/12/2020,,1,1,0,2
4984,12/1/2020,740,37,0,C3,1,46131,6/12/2020,,1,1,200460,2
4985,9/1/2020,742,33,0,C13,1,84637,9/6/2020,,3,3,0,1
4986,10/1/2020,742,33,0,C13,1,84637,9/6/2020,,3,3,0,1
4987,11/1/2020,742,34,0,C13,1,84637,9/6/2020,,3,3,0,1
4988,12/1/2020,742,34,0,C13,1,84637,9/6/2020,12/1/2020,3,3,0,1
4989,1/1/2020,743,36,0,C10,0,73273,1/3/2020,,2,2,0,1
4990,2/1/2020,743,36,0,C10,0,73273,1/3/2020,,2,2,0,1
4991,3/1/2020,743,36,0,C10,0,73273,1/3/2020,,2,2,0,1
4992,4/1/2020,743,36,0,C10,0,73273,1/3/2020,,2,2,0,1
4993,5/1/2020,743,36,0,C10,0,73273,1/3/2020,,2,2,0,1
4994,1/1/2019,744,26,0,C20,2,43322,21/01/18,,1,1,1048330,2
4995,2/1/2019,744,27,0,C20,2,43322,21/01/18,,1,1,215330,2
4996,3/1/2019,744,27,0,C20,2,43322,21/01/18,,1,1,-239410,2
4997,4/1/2019,744,27,0,C20,2,43322,21/01/18,,1,1,0,2
4998,5/1/2019,744,27,0,C20,2,43322,21/01/18,,1,1,102730,2
4999,6/1/2019,744,27,0,C20,2,43322,21/01/18,,1,1,246710,2
5000,7/1/2019,744,27,0,C20,2,43322,21/01/18,,1,1,146850,1
5001,8/1/2019,744,27,0,C20,2,43322,21/01/18,29/07/19,1,1,0,1
5002,10/1/2019,745,30,0,C11,2,62042,24/10/19,,2,2,0,1
5003,11/1/2019,745,30,0,C11,2,62042,24/10/19,11/5/2019,2,2,0,1
5004,1/1/2019,747,32,1,C17,1,58943,25/11/16,,1,2,223160,2
5005,2/1/2019,747,32,1,C17,1,58943,25/11/16,,1,2,1090850,2
5006,3/1/2019,747,32,1,C17,1,58943,25/11/16,,1,2,1147440,2
5007,4/1/2019,747,32,1,C17,1,58943,25/11/16,,1,2,145800,3
5008,5/1/2019,747,32,1,C17,1,58943,25/11/16,,1,2,413450,3
5009,6/1/2019,747,32,1,C17,1,58943,25/11/16,,1,2,345030,3
5010,7/1/2019,747,32,1,C17,1,58943,25/11/16,,1,2,1004090,3
5011,8/1/2019,747,32,1,C17,1,58943,25/11/16,,1,2,566490,3
5012,9/1/2019,747,32,1,C17,1,58943,25/11/16,,1,2,661420,3
5013,10/1/2019,747,32,1,C17,1,58943,25/11/16,,1,2,706700,2
5014,11/1/2019,747,32,1,C17,1,58943,25/11/16,,1,2,272060,2
5015,12/1/2019,747,32,1,C17,1,58943,25/11/16,30/11/19,1,2,0,2
5016,12/1/2020,748,31,1,C20,0,50210,28/11/20,,3,3,0,1
5017,11/1/2020,751,27,0,C22,0,105510,15/11/20,,3,3,0,1
5018,12/1/2020,751,27,0,C22,0,105510,15/11/20,,3,3,0,1
5019,5/1/2020,752,43,0,C23,2,56243,5/3/2020,,2,2,0,1
5020,6/1/2020,752,43,0,C23,2,56243,5/3/2020,,2,2,0,1
5021,7/1/2020,752,43,0,C23,2,56243,5/3/2020,,2,2,241230,2
5022,8/1/2020,752,43,0,C23,2,56243,5/3/2020,,2,2,502810,2
5023,9/1/2020,752,43,0,C23,2,56243,5/3/2020,,2,2,0,2
5024,10/1/2020,752,43,0,C23,2,56243,5/3/2020,,2,2,572620,2
5025,11/1/2020,752,43,0,C23,2,56243,5/3/2020,,2,2,531640,2
5026,12/1/2020,752,43,0,C23,2,56243,5/3/2020,,2,2,193040,2
5027,1/1/2019,753,33,0,C16,1,59656,16/10/17,,2,2,677260,4
5028,2/1/2019,753,33,0,C16,1,59656,16/10/17,,2,2,851410,4
5029,3/1/2019,753,33,0,C16,1,59656,16/10/17,,2,2,3056650,4
5030,4/1/2019,753,33,0,C16,1,59656,16/10/17,,2,2,749480,4
5031,5/1/2019,753,33,0,C16,1,59656,16/10/17,,2,2,850000,4
5032,6/1/2019,753,33,0,C16,1,59656,16/10/17,,2,2,1028750,4
5033,7/1/2019,753,34,0,C16,1,59656,16/10/17,,2,2,662280,3
5034,8/1/2019,753,34,0,C16,1,59656,16/10/17,,2,2,678120,3
5035,9/1/2019,753,34,0,C16,1,59656,16/10/17,,2,2,730200,3
5036,10/1/2019,753,34,0,C16,1,59656,16/10/17,,2,2,866200,3
5037,11/1/2019,753,34,0,C16,1,59656,16/10/17,,2,2,929800,3
5038,12/1/2019,753,34,0,C16,1,59656,16/10/17,,2,2,300000,3
5039,1/1/2020,753,34,0,C16,1,59656,16/10/17,,2,2,1459950,2
5040,2/1/2020,753,34,0,C16,1,59656,16/10/17,,2,2,588860,2
5041,3/1/2020,753,34,0,C16,1,59656,16/10/17,,2,2,1023290,2
5042,4/1/2020,753,34,0,C16,1,59656,16/10/17,,2,2,470000,3
5043,5/1/2020,753,34,0,C16,1,59656,16/10/17,,2,2,346500,3
5044,6/1/2020,753,34,0,C16,1,59656,16/10/17,,2,2,994800,3
5045,7/1/2020,753,35,0,C16,1,59656,16/10/17,,2,2,1517760,3
5046,8/1/2020,753,35,0,C16,1,59656,16/10/17,,2,2,300000,3
5047,9/1/2020,753,35,0,C16,1,59656,16/10/17,,2,2,877540,3
5048,10/1/2020,753,35,0,C16,1,59656,16/10/17,,2,2,1418540,4
5049,11/1/2020,753,35,0,C16,1,59656,16/10/17,,2,2,0,4
5050,12/1/2020,753,35,0,C16,1,59656,16/10/17,,2,2,3064600,4
5051,10/1/2020,754,29,0,C29,0,44820,18/10/20,,2,2,0,1
5052,11/1/2020,754,29,0,C29,0,44820,18/10/20,,2,2,0,1
5053,12/1/2020,754,29,0,C29,0,44820,18/10/20,,2,2,0,1
5054,1/1/2020,755,36,0,C8,1,25894,30/12/19,,3,3,0,1
5055,2/1/2020,755,36,0,C8,1,25894,30/12/19,,3,3,0,1
5056,5/1/2019,756,29,1,C4,1,57476,26/05/19,,3,3,0,1
5057,6/1/2019,756,29,1,C4,1,57476,26/05/19,,3,3,0,1
5058,7/1/2019,756,29,1,C4,1,57476,26/05/19,,3,3,0,1
5059,8/1/2019,756,29,1,C4,1,57476,26/05/19,,3,3,180050,1
5060,9/1/2019,756,29,1,C4,1,57476,26/05/19,30/08/19,3,3,308360,1
5061,1/1/2019,757,34,0,C27,0,63181,7/11/2017,,1,3,1615000,2
5062,2/1/2019,757,34,0,C27,0,63181,7/11/2017,,1,3,2064350,2
5063,3/1/2019,757,35,0,C27,0,63181,7/11/2017,,1,3,250000,2
5064,4/1/2019,757,35,0,C27,0,63181,7/11/2017,,1,3,0,1
5065,5/1/2019,757,35,0,C27,0,63181,7/11/2017,,1,3,291020,1
5066,6/1/2019,757,35,0,C27,0,63181,7/11/2017,,1,3,0,1
5067,7/1/2019,757,35,0,C27,0,63181,7/11/2017,,1,3,0,1
5068,8/1/2019,757,35,0,C27,0,63181,7/11/2017,,1,3,0,1
5069,9/1/2019,757,35,0,C27,0,63181,7/11/2017,22/09/19,1,3,0,1
5070,9/1/2019,758,33,0,C15,1,54288,31/08/19,,2,2,0,1
5071,10/1/2019,758,33,0,C15,1,54288,31/08/19,,2,2,0,2
5072,11/1/2019,758,33,0,C15,1,54288,31/08/19,,2,2,0,2
5073,12/1/2019,758,33,0,C15,1,54288,31/08/19,,2,2,729840,2
5074,1/1/2020,758,33,0,C15,1,54288,31/08/19,,2,2,121560,2
5075,2/1/2020,758,33,0,C15,1,54288,31/08/19,,2,2,1133530,2
5076,3/1/2020,758,33,0,C15,1,54288,31/08/19,,2,2,959340,2
5077,4/1/2020,758,33,0,C15,1,54288,31/08/19,,2,2,166960,2
5078,5/1/2020,758,33,0,C15,1,54288,31/08/19,,2,2,156320,2
5079,6/1/2020,758,33,0,C15,1,54288,31/08/19,,2,2,323600,2
5080,7/1/2020,758,34,0,C15,1,54288,31/08/19,,2,2,130120,1
5081,8/1/2020,758,34,0,C15,1,54288,31/08/19,29/07/20,2,2,0,1
5082,12/1/2019,759,41,0,C26,1,87182,12/8/2019,,3,3,0,1
5083,1/1/2020,759,41,0,C26,1,87182,12/8/2019,,3,3,0,1
5084,2/1/2020,759,42,0,C26,1,87182,12/8/2019,,3,3,0,1
5085,3/1/2020,759,42,0,C26,1,87182,12/8/2019,,3,3,0,1
5086,4/1/2020,759,42,0,C26,1,87182,12/8/2019,4/7/2020,3,3,0,1
5087,6/1/2020,761,23,0,C10,2,69449,6/12/2020,,2,2,0,1
5088,7/1/2020,761,23,0,C10,2,69449,6/12/2020,7/3/2020,2,2,0,1
5089,1/1/2019,762,33,0,C27,2,35024,26/04/16,,1,2,378370,2
5090,2/1/2019,762,34,0,C27,2,35024,26/04/16,,1,2,333550,2
5091,3/1/2019,762,34,0,C27,2,35024,26/04/16,,1,2,1023550,2
5092,4/1/2019,762,34,0,C27,2,35024,26/04/16,,1,2,121250,1
5093,5/1/2019,762,34,0,C27,2,35024,26/04/16,,1,2,120490,1
5094,6/1/2019,762,34,0,C27,2,35024,26/04/16,,1,2,101890,1
5095,7/1/2019,762,34,0,C27,2,35024,26/04/16,,1,2,331420,2
5096,8/1/2019,762,34,0,C27,2,35024,26/04/16,,1,2,401090,2
5097,9/1/2019,762,34,0,C27,2,35024,26/04/16,,1,2,521540,2
5098,10/1/2019,762,34,0,C27,2,35024,26/04/16,,1,2,322770,2
5099,11/1/2019,762,34,0,C27,2,35024,26/04/16,,1,2,402350,2
5100,12/1/2019,762,34,0,C27,2,35024,26/04/16,,1,2,254480,2
5101,1/1/2020,762,34,0,C27,2,35024,26/04/16,,1,2,304750,1
5102,2/1/2020,762,35,0,C27,2,35024,26/04/16,,1,2,550290,1
5103,3/1/2020,762,35,0,C27,2,35024,26/04/16,,1,2,300380,1
5104,4/1/2020,762,35,0,C27,2,35024,26/04/16,,1,2,448610,2
5105,5/1/2020,762,35,0,C27,2,35024,26/04/16,,1,2,121930,2
5106,6/1/2020,762,35,0,C27,2,35024,26/04/16,,1,2,185510,2
5107,7/1/2020,762,35,0,C27,2,35024,26/04/16,,1,2,306750,3
5108,8/1/2020,762,35,0,C27,2,35024,26/04/16,,1,2,503950,3
5109,9/1/2020,762,35,0,C27,2,35024,26/04/16,,1,2,904500,3
5110,10/1/2020,762,35,0,C27,2,35024,26/04/16,,1,2,53300,2
5111,11/1/2020,762,35,0,C27,2,35024,26/04/16,,1,2,510970,2
5112,12/1/2020,762,35,0,C27,2,35024,26/04/16,,1,2,358540,2
5113,11/1/2020,763,32,0,C5,2,22913,21/11/20,,1,1,0,1
5114,12/1/2020,763,32,0,C5,2,22913,21/11/20,,1,1,0,1
5115,1/1/2019,764,37,1,C26,1,18285,30/11/18,,1,1,386590,1
5116,2/1/2019,764,37,1,C26,1,18285,30/11/18,,1,1,0,1
5117,3/1/2019,764,37,1,C26,1,18285,30/11/18,3/12/2019,1,1,0,1
5118,1/1/2019,765,45,1,C8,1,123216,28/11/16,,1,4,746450,4
5119,2/1/2019,765,45,1,C8,1,123216,28/11/16,,1,4,1414740,4
5120,3/1/2019,765,45,1,C8,1,123216,28/11/16,,1,4,12941160,4
5121,4/1/2019,765,45,1,C8,1,123216,28/11/16,,1,4,200000,2
5122,5/1/2019,765,45,1,C8,1,123216,28/11/16,,1,4,750000,2
5123,6/1/2019,765,45,1,C8,1,123216,28/11/16,,1,4,650440,2
5124,7/1/2019,765,45,1,C8,1,123216,28/11/16,,1,4,400620,2
5125,8/1/2019,765,45,1,C8,1,123216,28/11/16,,1,4,0,2
5126,9/1/2019,765,45,1,C8,1,123216,28/11/16,,1,4,1087000,2
5127,10/1/2019,765,45,1,C8,1,123216,28/11/16,,1,4,997110,3
5128,11/1/2019,765,45,1,C8,1,123216,28/11/16,,1,4,429170,3
5129,12/1/2019,765,46,1,C8,1,123216,28/11/16,,1,4,2173330,3
5130,1/1/2020,765,46,1,C8,1,123216,28/11/16,,1,4,0,2
5131,2/1/2020,765,46,1,C8,1,123216,28/11/16,,1,4,819100,2
5132,3/1/2020,765,46,1,C8,1,123216,28/11/16,,1,4,4041500,2
5133,4/1/2020,765,46,1,C8,1,123216,28/11/16,,1,4,200000,2
5134,5/1/2020,765,46,1,C8,1,123216,28/11/16,,1,4,194040,2
5135,6/1/2020,765,46,1,C8,1,123216,28/11/16,,1,4,2053160,2
5136,7/1/2020,765,46,1,C8,1,123216,28/11/16,,1,4,465310,2
5137,8/1/2020,765,46,1,C8,1,123216,28/11/16,,1,4,1150120,2
5138,9/1/2020,765,46,1,C8,1,123216,28/11/16,,1,4,338580,2
5139,10/1/2020,765,46,1,C8,1,123216,28/11/16,,1,4,900940,2
5140,11/1/2020,765,46,1,C8,1,123216,28/11/16,,1,4,392810,2
5141,12/1/2020,765,47,1,C8,1,123216,28/11/16,,1,4,1661550,2
5142,8/1/2019,766,30,1,C8,1,28308,29/07/19,,1,1,0,2
5143,9/1/2019,766,30,1,C8,1,28308,29/07/19,,1,1,250000,2
5144,10/1/2019,766,30,1,C8,1,28308,29/07/19,,1,1,300000,2
5145,11/1/2019,766,30,1,C8,1,28308,29/07/19,,1,1,150220,2
5146,12/1/2019,766,30,1,C8,1,28308,29/07/19,,1,1,240120,2
5147,1/1/2020,766,30,1,C8,1,28308,29/07/19,,1,1,0,2
5148,2/1/2020,766,30,1,C8,1,28308,29/07/19,,1,1,0,2
5149,3/1/2020,766,30,1,C8,1,28308,29/07/19,,1,1,2155050,2
5150,4/1/2020,766,30,1,C8,1,28308,29/07/19,,1,1,710000,3
5151,5/1/2020,766,30,1,C8,1,28308,29/07/19,,1,1,0,3
5152,6/1/2020,766,31,1,C8,1,28308,29/07/19,,1,1,483090,3
5153,7/1/2020,766,31,1,C8,1,28308,29/07/19,,1,1,1139520,3
5154,8/1/2020,766,31,1,C8,1,28308,29/07/19,,1,1,258000,3
5155,9/1/2020,766,31,1,C8,1,28308,29/07/19,,1,1,668280,3
5156,10/1/2020,766,31,1,C8,1,28308,29/07/19,,1,1,585000,3
5157,11/1/2020,766,31,1,C8,1,28308,29/07/19,,1,1,1462240,3
5158,12/1/2020,766,31,1,C8,1,28308,29/07/19,,1,1,197280,3
5159,1/1/2019,767,39,1,C2,0,85693,23/05/17,,1,3,1036370,1
5160,2/1/2019,767,39,1,C2,0,85693,23/05/17,,1,3,250000,1
5161,3/1/2019,767,39,1,C2,0,85693,23/05/17,,1,3,890520,1
5162,4/1/2019,767,39,1,C2,0,85693,23/05/17,,1,3,145500,2
5163,5/1/2019,767,39,1,C2,0,85693,23/05/17,,1,3,391060,2
