User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category,Purchase
1000595,P00207942,M,26-35,7,A,1,0,6,20355
1000595,P00032842,M,26-35,7,A,1,0,8,7991
1000595,P00209842,M,26-35,7,A,1,0,5,6931
1000595,P00189142,M,26-35,7,A,1,0,8,9975
1000595,P00044442,M,26-35,7,A,1,0,1,19697
1000596,P00057642,F,26-35,1,C,2,1,1,15530
1000597,P00250342,M,36-45,12,C,3,1,16,12381
1000597,P00251242,M,36-45,12,C,3,1,5,8639
1000597,P00351042,M,36-45,12,C,3,1,5,6939
1000598,P00312742,M,36-45,7,C,1,1,15,9122
1000598,P00002142,M,36-45,7,C,1,1,1,15384
1000599,P00110542,M,51-55,6,A,3,1,8,9882
1000599,P00115642,M,51-55,6,A,3,1,8,10023
1000600,P00217742,M,36-45,17,C,0,1,5,8846
1000600,P00250842,M,36-45,17,C,0,1,8,9960
1000601,P00285842,F,18-25,20,B,3,1,5,5235
1000601,P00164942,F,18-25,20,B,3,1,1,8242
1000601,P00227642,F,18-25,20,B,3,1,1,3988
1000601,P00022942,F,18-25,20,B,3,1,5,8866
1000601,P00259142,F,18-25,20,B,3,1,5,6911
1000601,P00156742,F,18-25,20,B,3,1,5,3701
1000601,P00343942,F,18-25,20,B,3,1,7,16656
1000601,P00302342,F,18-25,20,B,3,1,8,6165
1000601,P00277442,F,18-25,20,B,3,1,1,8190
1000602,P00346142,F,55+,6,C,2,0,1,19512
1000602,P00246342,F,55+,6,C,2,0,11,7377
1000602,P00355142,F,55+,6,C,2,0,1,4065
1000602,P00247142,F,55+,6,C,2,0,8,10035
1000603,P00307642,F,26-35,6,C,1,1,5,6869
1000603,P00330242,F,26-35,6,C,1,1,5,3441
1000603,P00223942,F,26-35,6,C,1,1,5,5173
1000603,P00187842,F,26-35,6,C,1,1,1,15732
1000603,P00144642,F,26-35,6,C,1,1,1,15339
1000603,P0098242,F,26-35,6,C,1,1,1,11379
1000603,P00163242,F,26-35,6,C,1,1,1,15865
1000604,P00220442,M,46-50,17,C,2,1,5,7164
1000604,P00229342,M,46-50,17,C,2,1,5,5289
1000604,P00185442,M,46-50,17,C,2,1,15,8407
1000604,P00155442,M,46-50,17,C,2,1,1,11782
1000604,P00120042,M,46-50,17,C,2,1,1,11897
1000604,P00221342,M,46-50,17,C,2,1,1,11679
1000604,P00187842,M,46-50,17,C,2,1,1,15172
1000604,P00208742,M,46-50,17,C,2,1,1,7668
1000604,P00214242,M,46-50,17,C,2,1,1,11591
1000604,P00163242,M,46-50,17,C,2,1,1,11678
1000604,P00149442,M,46-50,17,C,2,1,1,8187
1000605,P00042842,F,18-25,4,C,0,0,5,3697
1000605,P00173042,F,18-25,4,C,0,0,13,951
1000605,P00059442,F,18-25,4,C,0,0,6,12428
1000605,P00263542,F,18-25,4,C,0,0,16,20788
1000605,P00255742,F,18-25,4,C,0,0,3,13417
1000605,P00284042,F,18-25,4,C,0,0,8,8044
1000606,P0096442,F,0-17,10,C,2,0,4,3533
1000608,P00034742,M,18-25,4,C,3,1,5,6891
1000608,P00046042,M,18-25,4,C,3,1,5,5154
1000608,P00174442,M,18-25,4,C,3,1,5,7146
1000608,P00326742,M,18-25,4,C,3,1,11,3218
1000608,P00274942,M,18-25,4,C,3,1,8,5988
1000608,P00035842,M,18-25,4,C,3,1,5,1995
1000609,P00367042,M,26-35,7,B,1,0,8,7757
1000609,P00324942,M,26-35,7,B,1,0,5,5326
1000609,P00025442,M,26-35,7,B,1,0,1,19091
1000610,P00114342,M,26-35,4,B,1,0,1,19403
1000610,P00319042,M,26-35,4,B,1,0,5,3467
1000610,P00102642,M,26-35,4,B,1,0,4,2131
1000610,P00065042,M,26-35,4,B,1,0,5,5161
1000610,P00346242,M,26-35,4,B,1,0,1,11773
1000610,P00275842,M,26-35,4,B,1,0,2,3569
1000610,P00111742,M,26-35,4,B,1,0,15,13064
1000611,P00303142,M,36-45,0,C,1,0,5,5156
1000611,P00057642,M,36-45,0,C,1,0,1,19555
1000611,P00324942,M,36-45,0,C,1,0,5,5440
1000611,P00062842,M,36-45,0,C,1,0,1,15815
1000611,P00237642,M,36-45,0,C,1,0,5,6865
1000611,P00289042,M,36-45,0,C,1,0,8,6166
1000612,P00119142,M,51-55,7,C,1,0,3,10688
1000612,P00351142,M,51-55,7,C,1,0,1,11635
1000613,P00057942,M,36-45,20,C,1,1,1,11981
1000613,P00102342,M,36-45,20,C,1,1,8,6161
1000613,P00000142,M,36-45,20,C,1,1,3,13610
1000615,P00052842,M,51-55,17,C,3,0,10,18706
1000615,P00113242,M,51-55,17,C,3,0,1,11529
1000615,P00177442,M,51-55,17,C,3,0,1,15603
1000616,P00084842,M,26-35,7,B,2,0,8,10016
1000616,P00116842,M,26-35,7,B,2,0,2,13273
1000617,P00265242,F,26-35,7,C,1,0,5,8568
1000618,P00254242,M,26-35,0,B,3,0,5,5172
1000618,P00153742,M,26-35,0,B,3,0,8,5868
1000619,P00110742,F,18-25,1,B,0,0,1,15176
1000619,P00259342,F,18-25,1,B,0,0,5,7101
1000620,P00156742,M,18-25,0,A,3,0,5,3665
1000620,P00070942,M,18-25,0,A,3,0,3,13577
1000620,P00003942,M,18-25,0,A,3,0,5,5286
1000620,P00075442,M,18-25,0,A,3,0,5,7086
1000620,P00034742,M,18-25,0,A,3,0,5,6947
1000620,P00295842,M,18-25,0,A,3,0,5,6858
1000620,P00256642,M,18-25,0,A,3,0,5,5284
1000620,P00057442,M,18-25,0,A,3,0,5,5258
1000620,P00127942,M,18-25,0,A,3,0,1,11734
1000620,P00057342,M,18-25,0,A,3,0,4,2081
1000620,P00070742,M,18-25,0,A,3,0,5,3434
1000622,P00184942,M,26-35,0,B,1,1,1,15192
1000622,P00109842,M,26-35,0,B,1,1,8,7912
1000622,P00028842,M,26-35,0,B,1,1,6,15941
1000622,P00024042,M,26-35,0,B,1,1,7,16509
1000623,P00366542,M,26-35,17,C,3,1,5,6985
1000623,P00366442,M,26-35,17,C,3,1,8,8125
1000623,P00370642,M,26-35,17,C,3,1,8,7976
1000623,P00080642,M,26-35,17,C,3,1,1,15756
1000623,P00070042,M,26-35,17,C,3,1,1,11588
1000623,P00031442,M,26-35,17,C,3,1,5,6987
1000623,P00268442,M,26-35,17,C,3,1,8,8124
1000623,P00370342,M,26-35,17,C,3,1,8,9747
1000624,P00216042,M,26-35,1,B,3,0,5,8753
1000624,P00057642,M,26-35,1,B,3,0,1,19561
1000624,P00177542,M,26-35,1,B,3,0,1,15619
1000624,P00178642,M,26-35,1,B,3,0,5,3599
1000624,P00331942,M,26-35,1,B,3,0,5,5381
1000624,P00205942,M,26-35,1,B,3,0,5,5384
1000624,P00178342,M,26-35,1,B,3,0,8,5961
1000624,P00105442,M,26-35,1,B,3,0,11,4561
1000624,P00100942,M,26-35,1,B,3,0,5,6974
1000624,P00085942,M,26-35,1,B,3,0,2,16230
1000624,P00328742,M,26-35,1,B,3,0,1,15543
1000624,P00079642,M,26-35,1,B,3,0,8,6123
1000624,P00114042,M,26-35,1,B,3,0,5,6952
1000624,P00213742,M,26-35,1,B,3,0,8,10049
1000624,P00346242,M,26-35,1,B,3,0,1,15465
1000624,P00065442,M,26-35,1,B,3,0,8,8025
1000624,P00058242,M,26-35,1,B,3,0,3,10888
1000625,P00129542,F,36-45,12,C,2,1,8,6133
1000625,P00126042,F,36-45,12,C,2,1,8,10016
1000625,P00108642,F,36-45,12,C,2,1,8,1985
1000626,P0096142,M,18-25,4,B,4+,1,3,8097
1000626,P00101842,M,18-25,4,B,4+,1,6,16665
1000626,P00036842,M,18-25,4,B,4+,1,1,11811
1000627,P00361842,M,51-55,2,C,2,1,15,8985
1000627,P00363742,M,51-55,2,C,2,1,5,8787
1000628,P00289942,F,36-45,0,C,2,0,3,13528
1000628,P00303042,F,36-45,0,C,2,0,5,5432
1000628,P00067942,F,36-45,0,C,2,0,5,7068
1000629,P00145942,F,0-17,10,C,2,0,6,12461
1000629,P00210342,F,0-17,10,C,2,0,3,10817
1000629,P00190542,F,0-17,10,C,2,0,3,10614
1000629,P00219242,F,0-17,10,C,2,0,4,2855
1000629,P00078642,F,0-17,10,C,2,0,4,2066
1000630,P00086042,F,36-45,14,C,2,0,8,9733
1000630,P00034842,F,36-45,14,C,2,0,5,8651
1000630,P00194542,F,36-45,14,C,2,0,8,8027
1000630,P00117942,F,36-45,14,C,2,0,5,6983
1000630,P00178242,F,36-45,14,C,2,0,8,7851
1000630,P00192842,F,36-45,14,C,2,0,5,7110
1000630,P00215742,F,36-45,14,C,2,0,5,6902
1000631,P00336942,M,36-45,17,C,3,1,5,8762
1000631,P00189342,M,36-45,17,C,3,1,5,5331
1000631,P00110942,M,36-45,17,C,3,1,1,19616
1000631,P00112542,M,36-45,17,C,3,1,1,19688
1000631,P00255742,M,36-45,17,C,3,1,3,13463
1000631,P00121342,M,36-45,17,C,3,1,1,15857
1000631,P00324942,M,36-45,17,C,3,1,5,7187
1000631,P00116242,M,36-45,17,C,3,1,8,5846
1000631,P00101442,M,36-45,17,C,3,1,2,12829
1000631,P00170442,M,36-45,17,C,3,1,5,8725
1000631,P00191942,M,36-45,17,C,3,1,2,12809
1000631,P00230642,M,36-45,17,C,3,1,5,8641
1000631,P00102842,M,36-45,17,C,3,1,8,9917
1000631,P00159442,M,36-45,17,C,3,1,5,8636
1000632,P00145042,M,46-50,17,C,2,0,1,12071
1000632,P00030842,M,46-50,17,C,2,0,1,18962
1000632,P00173842,M,46-50,17,C,2,0,1,15478
1000633,P00022742,M,26-35,17,B,4+,0,8,6135
1000633,P00330342,M,26-35,17,B,4+,0,5,6958
1000634,P00003442,F,0-17,10,C,4+,0,4,2102
1000634,P00151842,F,0-17,10,C,4+,0,4,2868
1000635,P00366542,M,55+,17,C,4+,1,5,6884
1000635,P00367042,M,55+,17,C,4+,1,8,6137
1000635,P0098742,M,55+,17,C,4+,1,8,7907
1000635,P00085342,M,55+,17,C,4+,1,10,18531
1000635,P00015942,M,55+,17,C,4+,1,6,16694
1000635,P00177242,M,55+,17,C,4+,1,12,1773
1000635,P00336042,M,55+,17,C,4+,1,5,7161
1000635,P00285842,M,55+,17,C,4+,1,5,3478
1000635,P00176942,M,55+,17,C,4+,1,5,8677
1000636,P00233942,M,18-25,20,C,4+,0,1,19583
1000636,P00032342,M,18-25,20,C,4+,0,11,4423
1000637,P00014842,M,36-45,12,B,2,1,1,7621
1000637,P00233742,M,36-45,12,B,2,1,1,7799
1000637,P00259342,M,36-45,12,B,2,1,5,8573
1000637,P00124342,M,36-45,12,B,2,1,11,7566
1000637,P00102642,M,36-45,12,B,2,1,4,3477
1000637,P00233942,M,36-45,12,B,2,1,1,8120
1000637,P00078442,M,36-45,12,B,2,1,8,5927
1000637,P00302142,M,36-45,12,B,2,1,5,5357
1000637,P00035542,M,36-45,12,B,2,1,3,10884
1000637,P00190142,M,36-45,12,B,2,1,3,10605
1000637,P00282442,M,36-45,12,B,2,1,5,6899
1000637,P00172842,M,36-45,12,B,2,1,3,10914
1000637,P00175242,M,36-45,12,B,2,1,2,13186
1000637,P00177742,M,36-45,12,B,2,1,8,6102
1000637,P00195942,M,36-45,12,B,2,1,3,8336
1000637,P00058142,M,36-45,12,B,2,1,3,13448
1000637,P00266942,M,36-45,12,B,2,1,8,7996
1000637,P00102542,M,36-45,12,B,2,1,8,9735
1000637,P00294242,M,36-45,12,B,2,1,4,2125
1000637,P00261542,M,36-45,12,B,2,1,16,20856
1000638,P00351142,M,26-35,6,C,1,1,1,15737
1000638,P00330242,M,26-35,6,C,1,1,5,5263
1000638,P00110842,M,26-35,6,C,1,1,1,19216
1000638,P00192042,M,26-35,6,C,1,1,5,7037
1000638,P00344342,M,26-35,6,C,1,1,8,6125
1000639,P00178242,M,46-50,17,B,2,1,8,10008
1000639,P00036842,M,46-50,17,B,2,1,1,7598
1000639,P00243942,M,46-50,17,B,2,1,1,11905
1000639,P00183442,M,46-50,17,B,2,1,1,15903
1000639,P00368142,M,46-50,17,B,2,1,2,12754
1000639,P0096442,M,46-50,17,B,2,1,4,2820
1000639,P00265742,M,46-50,17,B,2,1,5,5242
1000639,P00100442,M,46-50,17,B,2,1,2,6880
1000639,P00298542,M,46-50,17,B,2,1,16,8822
1000639,P00221342,M,46-50,17,B,2,1,1,15392
1000639,P00161942,M,46-50,17,B,2,1,5,7028
1000639,P00194542,M,46-50,17,B,2,1,8,8136
1000639,P00007342,M,46-50,17,B,2,1,8,7975
1000639,P00182342,M,46-50,17,B,2,1,1,15342
1000639,P00191642,M,46-50,17,B,2,1,3,10938
1000639,P00006142,M,46-50,17,B,2,1,8,8127
1000639,P00102842,M,46-50,17,B,2,1,8,7879
1000639,P00248442,M,46-50,17,B,2,1,3,10670
1000639,P00257542,M,46-50,17,B,2,1,5,6972
1000639,P00221842,M,46-50,17,B,2,1,1,15581
1000641,P00021742,F,36-45,0,A,2,1,5,5139
1000641,P00003942,F,36-45,0,A,2,1,5,7010
1000641,P00192042,F,36-45,0,A,2,1,5,6894
1000641,P00155642,F,36-45,0,A,2,1,8,8030
1000643,P00278642,M,26-35,2,C,0,1,5,7183
1000643,P00255942,M,26-35,2,C,0,1,1,11794
1000644,P00304142,M,26-35,20,C,2,1,5,8758
1000644,P00250242,M,26-35,20,C,2,1,5,2033
1000644,P00240142,M,26-35,20,C,2,1,5,8629
1000644,P00108842,M,26-35,20,C,2,1,5,8784
1000644,P00354142,M,26-35,20,C,2,1,6,20532
1000644,P00360942,M,26-35,20,C,2,1,8,2314
1000644,P00317842,M,26-35,20,C,2,1,8,8087
1000644,P00210042,M,26-35,20,C,2,1,8,8141
1000645,P00286342,M,36-45,20,A,2,0,7,20599
1000645,P00116142,M,36-45,20,A,2,0,10,23395
1000646,P00110742,M,36-45,7,C,2,0,1,15194
1000646,P00111942,M,36-45,7,C,2,0,8,7966
1000646,P00129342,M,36-45,7,C,2,0,1,3866
1000646,P00299542,M,36-45,7,C,2,0,8,7989
1000646,P00114942,M,36-45,7,C,2,0,1,12105
1000646,P00346142,M,36-45,7,C,2,0,1,15837
1000646,P00066242,M,36-45,7,C,2,0,1,11903
1000646,P00271442,M,36-45,7,C,2,0,18,2393
1000646,P00145442,M,36-45,7,C,2,0,8,7931
1000646,P00127842,M,36-45,7,C,2,0,1,12095
1000646,P00145042,M,36-45,7,C,2,0,1,19440
1000646,P00192042,M,36-45,7,C,2,0,5,7075
1000646,P00187442,M,36-45,7,C,2,0,2,13171
1000646,P00028042,M,36-45,7,C,2,0,1,4417
1000646,P00058242,M,36-45,7,C,2,0,3,10685
1000647,P00240242,M,36-45,12,B,1,1,1,15481
1000647,P00229742,M,36-45,12,B,1,1,1,15726
1000647,P00278942,M,36-45,12,B,1,1,1,18956
1000647,P00042942,M,36-45,12,B,1,1,1,11698
1000647,P00182342,M,36-45,12,B,1,1,1,11524
1000647,P00356742,M,36-45,12,B,1,1,5,7086
1000647,P00081542,M,36-45,12,B,1,1,5,1864
1000647,P00036542,M,36-45,12,B,1,1,4,762
1000648,P00014642,F,26-35,12,B,1,1,8,6158
1000648,P00070942,F,26-35,12,B,1,1,3,10777
1000648,P00034342,F,26-35,12,B,1,1,5,5398
1000648,P00117542,F,26-35,12,B,1,1,18,3131
1000648,P00237542,F,26-35,12,B,1,1,1,19042
1000648,P00129442,F,26-35,12,B,1,1,5,6873
1000648,P00338542,F,26-35,12,B,1,1,1,15224
1000648,P00270542,F,26-35,12,B,1,1,1,15666
1000648,P00366542,F,26-35,12,B,1,1,5,5211
1000648,P00086642,F,26-35,12,B,1,1,8,9881
1000648,P00046842,F,26-35,12,B,1,1,8,5875
1000648,P00358142,F,26-35,12,B,1,1,8,2137
1000648,P00298442,F,26-35,12,B,1,1,16,12635
1000648,P00178042,F,26-35,12,B,1,1,8,9819
1000649,P00117742,M,26-35,4,B,2,1,8,8044
1000650,P00271142,M,26-35,17,C,2,1,5,8729
1000650,P00332242,M,26-35,17,C,2,1,1,11994
1000651,P00042742,M,36-45,7,B,2,0,5,5193
1000651,P00303542,M,36-45,7,B,2,0,5,3523
1000651,P00228442,M,36-45,7,B,2,0,1,11389
1000651,P00201342,M,36-45,7,B,2,0,1,11841
1000651,P00326242,M,36-45,7,B,2,0,2,16345
1000651,P00192042,M,36-45,7,B,2,0,5,5299
1000651,P00119742,M,36-45,7,B,2,0,5,8730
1000651,P00124742,M,36-45,7,B,2,0,10,19234
1000651,P00115642,M,36-45,7,B,2,0,8,9848
1000651,P00246742,M,36-45,7,B,2,0,11,3205
1000651,P00127542,M,36-45,7,B,2,0,1,11419
1000651,P00336942,M,36-45,7,B,2,0,5,7187
1000652,P00309342,M,18-25,20,C,3,0,16,4557
1000652,P00061142,M,18-25,20,C,3,0,8,10028
1000652,P00186642,M,18-25,20,C,3,0,2,10067
1000654,P00177842,M,51-55,7,C,4+,1,8,5929
1000654,P00051642,M,51-55,7,C,4+,1,8,7812
1000654,P00000642,M,51-55,7,C,4+,1,1,15598
1000654,P00015642,M,51-55,7,C,4+,1,8,8060
1000654,P00248542,M,51-55,7,C,4+,1,8,4004
1000654,P00193542,M,51-55,7,C,4+,1,1,11424
1000654,P00282642,M,51-55,7,C,4+,1,5,6884
1000654,P00288342,M,51-55,7,C,4+,1,8,8138
1000654,P00153842,M,51-55,7,C,4+,1,8,6060
1000654,P00228242,M,51-55,7,C,4+,1,8,7943
1000654,P00354942,M,51-55,7,C,4+,1,8,6036
1000655,P00335942,F,26-35,2,B,2,0,8,6170
1000655,P00209842,F,26-35,2,B,2,0,5,7185
1000655,P00314942,F,26-35,2,B,2,0,8,6184
1000655,P00323942,F,26-35,2,B,2,0,8,6035
1000655,P00347042,F,26-35,2,B,2,0,8,3993
1000655,P00328642,F,26-35,2,B,2,0,8,3915
1000655,P00239342,F,26-35,2,B,2,0,8,5903
1000655,P00085042,F,26-35,2,B,2,0,5,5179
1000655,P00022942,F,26-35,2,B,2,0,5,3444
1000655,P00212742,F,26-35,2,B,2,0,5,1753
1000655,P00108842,F,26-35,2,B,2,0,5,5262
1000655,P00029742,F,26-35,2,B,2,0,5,3435
1000655,P00190742,F,26-35,2,B,2,0,3,8214
1000655,P00195342,F,26-35,2,B,2,0,2,3710
1000656,P00331542,F,46-50,16,C,3,1,5,6878
1000656,P00116742,F,46-50,16,C,3,1,11,5981
1000656,P00342742,F,46-50,16,C,3,1,8,5920
1000656,P00120142,F,46-50,16,C,3,1,5,8663
1000657,P00238442,F,51-55,13,C,1,0,6,20181
1000657,P00139542,F,51-55,13,C,1,0,5,6921
1000657,P00328042,F,51-55,13,C,1,0,8,8028
1000657,P00004342,F,51-55,13,C,1,0,8,8088
1000658,P00033942,F,26-35,0,B,1,0,5,5243
1000659,P00114142,F,26-35,0,C,4+,0,8,5931
1000659,P00194542,F,26-35,0,C,4+,0,8,7948
1000661,P00116742,M,46-50,1,C,2,1,11,7464
1000661,P00121342,M,46-50,1,C,2,1,1,19559
1000661,P00110542,M,46-50,1,C,2,1,8,9764
1000662,P00277642,M,18-25,4,B,2,0,2,13220
1000662,P00249642,M,18-25,4,B,2,0,3,10824
1000662,P00063342,M,18-25,4,B,2,0,1,15707
1000662,P00259342,M,18-25,4,B,2,0,5,5210
1000662,P00187442,M,18-25,4,B,2,0,2,6758
1000662,P00143642,M,18-25,4,B,2,0,1,7745
1000663,P00258842,F,26-35,7,A,1,0,5,6922
1000663,P00044442,F,26-35,7,A,1,0,1,19564
1000663,P00037142,F,26-35,7,A,1,0,1,19170
1000663,P00169742,F,26-35,7,A,1,0,1,11835
1000663,P00024742,F,26-35,7,A,1,0,8,4175
1000663,P00258942,F,26-35,7,A,1,0,5,7097
1000663,P00225642,F,26-35,7,A,1,0,11,5988
1000664,P00010742,M,36-45,18,C,2,1,1,19400
1000664,P00251242,M,36-45,18,C,2,1,5,8644
1000666,P00252142,F,18-25,0,C,2,0,8,9821
1000666,P00173342,F,18-25,0,C,2,0,1,15271
1000666,P00303742,F,18-25,0,C,2,0,8,5885
1000666,P00118642,F,18-25,0,C,2,0,1,15482
1000666,P00216542,F,18-25,0,C,2,0,8,8067
1000666,P00174242,F,18-25,0,C,2,0,15,12796
1000666,P00151742,F,18-25,0,C,2,0,8,7847
1000666,P00087342,F,18-25,0,C,2,0,5,8659
1000667,P00180342,M,26-35,18,C,2,1,11,6034
1000667,P00075442,M,26-35,18,C,2,1,5,7168
1000667,P00001242,M,26-35,18,C,2,1,5,1780
1000668,P00042942,F,26-35,3,C,2,0,1,15340
1000668,P00270942,F,26-35,3,C,2,0,1,12109
1000669,P00191442,M,26-35,17,B,2,0,1,15530
1000669,P00304842,M,26-35,17,B,2,0,8,9859
1000669,P00108442,M,26-35,17,B,2,0,5,8619
1000669,P00250542,M,26-35,17,B,2,0,4,2782
1000669,P00036242,M,26-35,17,B,2,0,5,6943
1000669,P00148342,M,26-35,17,B,2,0,5,6898
1000669,P00260042,M,26-35,17,B,2,0,5,8713
1000669,P00178942,M,26-35,17,B,2,0,5,7178
1000669,P00282642,M,26-35,17,B,2,0,5,7128
1000669,P00120642,M,26-35,17,B,2,0,5,7093
1000669,P00259142,M,26-35,17,B,2,0,5,8671
1000669,P00110742,M,26-35,17,B,2,0,1,19439
1000669,P00113342,M,26-35,17,B,2,0,1,19055
1000669,P00248942,M,26-35,17,B,2,0,1,15423
1000669,P00304242,M,26-35,17,B,2,0,1,19304
1000669,P00000642,M,26-35,17,B,2,0,1,19115
1000669,P00054242,M,26-35,17,B,2,0,1,19497
1000669,P00173942,M,26-35,17,B,2,0,1,15598
1000669,P00031142,M,26-35,17,B,2,0,16,16205
1000669,P00074442,M,26-35,17,B,2,0,1,11619
1000669,P00251842,M,26-35,17,B,2,0,1,7937
1000669,P00184942,M,26-35,17,B,2,0,1,15697
1000669,P00035742,M,26-35,17,B,2,0,11,7536
1000669,P00155242,M,26-35,17,B,2,0,3,10776
1000669,P00358442,M,26-35,17,B,2,0,1,11669
1000670,P00089942,M,26-35,12,B,3,1,8,5930
1000670,P00085242,M,26-35,12,B,3,1,8,9759
1000671,P00268442,M,18-25,4,C,0,0,8,9740
1000671,P00350942,M,18-25,4,C,0,0,3,10787
1000671,P00089442,M,18-25,4,C,0,0,8,9919
1000671,P00110942,M,18-25,4,C,0,0,1,19229
1000671,P00175442,M,18-25,4,C,0,0,8,7811
1000671,P00113242,M,18-25,4,C,0,0,1,11771
1000673,P00256942,M,26-35,20,A,4+,0,8,9967
1000673,P00351142,M,26-35,20,A,4+,0,1,4279
1000673,P00360742,M,26-35,20,A,4+,0,5,5433
1000673,P00337842,M,26-35,20,A,4+,0,5,1733
1000673,P00351042,M,26-35,20,A,4+,0,5,1989
1000673,P00118942,M,26-35,20,A,4+,0,8,9789
1000673,P00003642,M,26-35,20,A,4+,0,8,6005
1000673,P00108942,M,26-35,20,A,4+,0,8,7762
1000673,P00268442,M,26-35,20,A,4+,0,8,2192
1000673,P00237942,M,26-35,20,A,4+,0,8,9864
1000673,P00032842,M,26-35,20,A,4+,0,8,9948
1000673,P00104542,M,26-35,20,A,4+,0,8,9788
1000673,P00078742,M,26-35,20,A,4+,0,5,1718
1000673,P00117742,M,26-35,20,A,4+,0,8,4070
1000673,P00086442,M,26-35,20,A,4+,0,8,9809
1000673,P00107642,M,26-35,20,A,4+,0,5,6875
1000673,P00183542,M,26-35,20,A,4+,0,4,1497
1000674,P00117942,M,26-35,17,C,4+,0,5,6880
1000674,P00319042,M,26-35,17,C,4+,0,5,8647
1000674,P00113142,M,26-35,17,C,4+,0,1,19348
1000674,P00112542,M,26-35,17,C,4+,0,1,15572
1000675,P00265242,M,26-35,20,C,1,1,5,8689
1000675,P00102242,M,26-35,20,C,1,1,8,5898
1000676,P00265242,M,18-25,16,B,1,1,5,8714
1000676,P00057442,M,18-25,16,B,1,1,5,7006
1000676,P00080042,M,18-25,16,B,1,1,5,3709
1000676,P00337542,M,18-25,16,B,1,1,5,5267
1000676,P00158542,M,18-25,16,B,1,1,5,5192
1000676,P00135342,M,18-25,16,B,1,1,5,3702
1000676,P00040042,M,18-25,16,B,1,1,5,3516
1000676,P00008742,M,18-25,16,B,1,1,5,5184
1000676,P00259342,M,18-25,16,B,1,1,5,5325
1000676,P00302742,M,18-25,16,B,1,1,8,5961
1000676,P00304842,M,18-25,16,B,1,1,8,7947
1000676,P00009242,M,18-25,16,B,1,1,8,8045
1000676,P00002242,M,18-25,16,B,1,1,6,16021
1000676,P00049542,M,18-25,16,B,1,1,8,8044
1000676,P00027442,M,18-25,16,B,1,1,8,8122
1000676,P00057642,M,18-25,16,B,1,1,1,15167
1000676,P00073642,M,18-25,16,B,1,1,8,4090
1000676,P00324842,M,18-25,16,B,1,1,8,8109
1000676,P00195342,M,18-25,16,B,1,1,2,6427
1000677,P00121642,M,51-55,2,B,1,1,5,8902
1000677,P00150942,M,51-55,2,B,1,1,6,16479
1000677,P00046442,M,51-55,2,B,1,1,8,5862
1000677,P00137142,M,51-55,2,B,1,1,13,948
1000677,P00222242,M,51-55,2,B,1,1,1,15844
1000678,P00064042,M,26-35,0,A,0,1,3,7952
1000678,P00113642,M,26-35,0,A,0,1,8,9702
1000678,P00278642,M,26-35,0,A,0,1,5,6977
1000678,P00318742,M,26-35,0,A,0,1,1,15883
1000678,P00271142,M,26-35,0,A,0,1,5,7112
1000678,P00186842,M,26-35,0,A,0,1,3,11012
1000678,P00193742,M,26-35,0,A,0,1,8,5839
1000678,P00188942,M,26-35,0,A,0,1,8,5841
1000678,P00182642,M,26-35,0,A,0,1,2,13091
1000678,P00226142,M,26-35,0,A,0,1,8,5825
1000678,P00354942,M,26-35,0,A,0,1,8,7802
1000678,P00321842,M,26-35,0,A,0,1,8,7872
1000678,P00222442,M,26-35,0,A,0,1,5,5147
1000678,P00280542,M,26-35,0,A,0,1,11,4470
1000678,P00283542,M,26-35,0,A,0,1,5,5276
1000678,P00265642,M,26-35,0,A,0,1,8,5997
1000678,P00179342,M,26-35,0,A,0,1,11,4698
1000678,P00265842,M,26-35,0,A,0,1,5,6884
1000678,P00158042,M,26-35,0,A,0,1,8,6027
1000678,P00356742,M,26-35,0,A,0,1,5,7098
1000678,P00303842,M,26-35,0,A,0,1,5,6996
1000678,P00071242,M,26-35,0,A,0,1,1,15825
1000678,P00039542,M,26-35,0,A,0,1,8,8134
1000678,P00283242,M,26-35,0,A,0,1,5,6909
1000678,P00139542,M,26-35,0,A,0,1,5,6912
1000678,P00050742,M,26-35,0,A,0,1,5,3645
1000678,P00031842,M,26-35,0,A,0,1,1,8048
1000678,P00284042,M,26-35,0,A,0,1,8,5903
1000678,P00052042,M,26-35,0,A,0,1,1,12062
1000678,P00346842,M,26-35,0,A,0,1,11,4561
1000678,P00326642,M,26-35,0,A,0,1,8,8119
1000678,P00267142,M,26-35,0,A,0,1,8,5948
1000678,P00112342,M,26-35,0,A,0,1,13,770
1000678,P00058342,M,26-35,0,A,0,1,3,13377
1000678,P00368142,M,26-35,0,A,0,1,2,13208
1000678,P00012142,M,26-35,0,A,0,1,5,5440
1000679,P00025442,M,36-45,16,C,4+,1,1,15356
1000679,P00052842,M,36-45,16,C,4+,1,10,23384
1000679,P00117442,M,36-45,16,C,4+,1,5,7066
1000679,P0097242,M,36-45,16,C,4+,1,1,15306
1000680,P00248142,M,26-35,12,C,1,0,5,7077
1000681,P00102642,M,36-45,7,C,3,1,4,3447
1000682,P00220442,M,26-35,4,C,1,0,5,7104
1000683,P00010742,M,26-35,4,A,3,1,1,19444
1000683,P00229742,M,26-35,4,A,3,1,1,11817
1000683,P00080342,M,26-35,4,A,3,1,1,11986
1000685,P00327842,M,26-35,4,A,1,1,8,8021
1000685,P00303042,M,26-35,4,A,1,1,5,5433
