date,hour,demand
2021-04-19,8,70.0
2021-04-19,9,71.0
2021-04-19,10,69.0
2021-04-19,11,69.0
2021-04-19,12,69.0
2021-04-19,13,69.0
2021-04-19,14,69.0
2021-04-19,15,69.0
2021-04-19,16,74.0
2021-04-19,17,79.0
2021-04-19,18,79.0
2021-04-19,19,75.0
2021-04-19,20,64.0
2021-04-19,21,62.0
2021-04-19,22,55.0
2021-04-19,23,56.0
2021-04-20,0,56.0
2021-04-20,1,52.0
2021-04-20,3,49.0
2021-04-20,6,48.0
2021-04-20,7,65.0
2021-04-20,8,70.0
2021-04-20,9,71.0
2021-04-20,10,69.0
2021-04-20,11,69.0
2021-04-20,12,68.0
2021-04-20,13,68.0
2021-04-20,14,68.0
2021-04-20,15,68.0
2021-04-20,16,73.0
2021-04-20,17,79.0
2021-04-20,18,79.0
2021-04-20,19,74.0
2021-04-20,20,64.0
2021-04-20,21,62.0
2021-04-20,22,56.0
2021-04-20,23,57.0
2021-04-21,0,54.0
2021-04-21,1,50.0
2021-04-21,3,47.0
2021-04-21,5,46.0
2021-04-21,6,46.0
2021-04-21,7,64.0
2021-04-21,8,70.0
2021-04-21,9,70.0
2021-04-21,10,69.0
2021-04-21,11,69.0
2021-04-21,12,67.0
2021-04-21,13,67.0
2021-04-21,14,67.0
2021-04-21,15,67.0
2021-04-21,16,73.0
2021-04-21,17,78.0
2021-04-21,18,78.0
2021-04-21,19,74.0
2021-04-21,20,63.0
2021-04-21,21,62.0
2021-04-21,22,60.0
2021-04-21,23,57.0
2021-04-22,0,53.0
2021-04-22,1,50.0
2021-04-22,5,46.0
2021-04-22,6,46.0
2021-04-22,7,64.0
2021-04-22,8,67.0
2021-04-22,9,67.0
2021-04-22,10,69.0
2021-04-22,11,69.0
2021-04-22,12,68.0
2021-04-22,13,68.0
2021-04-22,14,68.0
2021-04-22,15,68.0
2021-04-22,16,73.0
2021-04-22,17,79.0
2021-04-22,18,80.0
2021-04-22,19,76.0
2021-04-22,20,64.0
2021-04-22,21,62.0
2021-04-22,22,61.0
2021-04-22,23,58.0
2021-04-23,0,53.0
2021-04-23,1,50.0
2021-04-23,2,50.0
2021-04-23,3,47.0
2021-04-23,4,46.0
2021-04-23,6,46.0
2021-04-23,7,63.0
2021-04-23,8,66.0
2021-04-23,9,69.0
2021-04-23,10,74.0
2021-04-23,11,79.0
2021-04-23,12,81.0
2021-04-23,13,81.0
2021-04-23,14,81.0
2021-04-23,15,81.0
2021-04-23,16,82.0
2021-04-23,17,83.0
2021-04-23,18,85.0
2021-04-23,19,79.0
2021-04-23,20,72.0
2021-04-23,21,67.0
2021-04-23,22,64.0
2021-04-23,23,62.0
2021-04-24,0,57.0
2021-04-24,1,54.0
2021-04-24,2,54.0
2021-04-24,3,50.0
2021-04-24,5,45.0
2021-04-24,7,56.0
2021-04-24,8,59.0
2021-04-24,9,77.0
2021-04-24,10,87.0
2021-04-24,11,100.0
2021-04-24,12,102.0
2021-04-24,13,102.0
2021-04-24,14,102.0
2021-04-24,15,102.0
2021-04-24,16,101.0
2021-04-24,17,93.0
2021-04-24,18,95.0
2021-04-24,19,88.0
2021-04-24,20,75.0
2021-04-24,21,67.0
2021-04-24,22,65.0
2021-04-24,23,62.0
2021-04-25,0,60.0
2021-04-25,1,57.0
2021-04-25,2,56.0
2021-04-25,6,48.0
2021-04-25,7,57.0
2021-04-25,8,59.0
2021-04-25,9,73.0
2021-04-25,10,80.0
2021-04-25,11,92.0
2021-04-25,12,89.0
2021-04-25,13,89.0
2021-04-25,14,89.0
2021-04-25,15,89.0
2021-04-25,16,89.0
2021-04-25,17,87.0
2021-04-25,18,89.0
2021-04-25,19,83.0
2021-04-25,20,72.0
2021-04-25,21,65.0
2021-04-25,22,63.0
2021-04-26,0,62.0
2021-04-26,1,54.0
2021-04-26,2,52.0
2021-04-26,4,48.0
2021-04-26,5,48.0
2021-04-26,6,48.0
2021-04-26,7,65.0
2021-04-26,8,70.0
2021-04-26,9,72.0
2021-04-26,10,70.0
2021-04-26,11,70.0
2021-04-26,12,71.0
2021-04-26,13,71.0
2021-04-26,14,70.0
2021-04-26,15,70.0
2021-04-26,16,75.0
2021-04-26,17,81.0
2021-04-26,18,81.0
2021-04-26,19,76.0
2021-04-26,20,64.0
2021-04-26,21,62.0
2021-04-26,22,57.0
2021-04-27,0,55.0
2021-04-27,5,47.0
2021-04-27,6,48.0
2021-04-27,7,64.0
2021-04-27,8,70.0
2021-04-27,9,70.0
2021-04-27,10,68.0
2021-04-27,11,69.0
2021-04-27,12,68.0
2021-04-27,13,68.0
2021-04-27,14,68.0
2021-04-27,15,69.0
2021-04-27,16,75.0
2021-04-27,17,81.0
2021-04-27,18,81.0
2021-04-27,19,76.0
2021-04-27,20,65.0
2021-04-27,21,63.0
2021-04-27,22,57.0
2021-04-27,23,57.0
2021-04-28,0,54.0
2021-04-28,3,49.0
2021-04-28,4,47.0
2021-04-28,5,47.0
2021-04-28,6,47.0
2021-04-28,7,64.0
2021-04-28,8,71.0
2021-04-28,9,70.0
2021-04-28,10,70.0
2021-04-28,11,72.0
2021-04-28,12,71.0
2021-04-28,13,71.0
2021-04-28,14,71.0
2021-04-28,15,72.0
2021-04-28,16,79.0
2021-04-28,17,84.0
2021-04-28,18,84.0
2021-04-28,19,81.0
2021-04-28,20,67.0
2021-04-28,21,66.0
2021-04-28,22,65.0
2021-04-28,23,60.0
2021-04-29,2,54.0
2021-04-29,6,50.0
2021-04-29,7,66.0
2021-04-29,8,71.0
2021-04-29,9,69.0
2021-04-29,10,70.0
2021-04-29,11,72.0
2021-04-29,12,72.0
2021-04-29,13,72.0
2021-04-29,14,72.0
2021-04-29,15,74.0
2021-04-29,16,80.0
2021-04-29,17,85.0
2021-04-29,18,87.0
2021-04-29,19,84.0
2021-04-29,20,67.0
2021-04-29,21,67.0
2021-04-29,22,66.0
2021-04-29,23,61.0
2021-04-30,0,53.0
2021-04-30,1,52.0
2021-04-30,2,52.0
2021-04-30,4,48.0
2021-04-30,5,48.0
2021-04-30,6,48.0
2021-04-30,7,63.0
2021-04-30,8,73.0
2021-04-30,9,74.0
2021-04-30,10,76.0
2021-04-30,11,84.0
2021-04-30,12,87.0
2021-04-30,13,87.0
2021-04-30,14,87.0
2021-04-30,15,88.0
2021-04-30,16,95.0
2021-04-30,17,97.0
2021-04-30,18,99.0
2021-04-30,19,104.0
2021-04-30,20,90.0
2021-04-30,21,82.0
2021-04-30,22,81.0
2021-04-30,23,76.0
2021-05-01,0,57.0
2021-05-01,1,50.0
2021-05-01,2,49.0
2021-05-01,3,48.0
2021-05-01,6,48.0
2021-05-01,7,59.0
2021-05-01,8,65.0
2021-05-01,9,83.0
2021-05-01,10,92.0
2021-05-01,11,106.0
2021-05-01,12,110.0
2021-05-01,13,110.0
2021-05-01,14,110.0
2021-05-01,15,110.0
2021-05-01,16,109.0
2021-05-01,17,96.0
2021-05-01,18,96.0
2021-05-01,19,91.0
2021-05-01,20,77.0
2021-05-01,21,70.0
2021-05-01,22,72.0
2021-05-01,23,68.0
2021-05-02,0,67.0
2021-05-02,1,60.0
2021-05-02,2,59.0
2021-05-02,3,58.0
2021-05-02,4,53.0
2021-05-02,5,53.0
2021-05-02,6,54.0
2021-05-02,7,63.0
2021-05-02,8,63.0
2021-05-02,9,81.0
2021-05-02,10,89.0
2021-05-02,11,104.0
2021-05-02,12,105.0
2021-05-02,13,105.0
2021-05-02,14,105.0
2021-05-02,15,105.0
2021-05-02,16,104.0
2021-05-02,17,95.0
2021-05-02,18,96.0
2021-05-02,19,90.0
2021-05-02,20,79.0
2021-05-02,21,72.0
2021-05-02,22,70.0
2021-05-02,23,64.0
2021-05-03,0,58.0
2021-05-03,1,50.0
2021-05-03,2,50.0
2021-05-03,3,49.0
2021-05-03,5,48.0
2021-05-03,6,49.0
2021-05-03,7,66.0
2021-05-03,8,71.0
2021-05-03,9,72.0
2021-05-03,10,73.0
2021-05-03,11,74.0
2021-05-03,12,77.0
2021-05-03,13,77.0
2021-05-03,14,77.0
2021-05-03,15,77.0
2021-05-03,16,81.0
2021-05-03,17,85.0
2021-05-03,18,85.0
2021-05-03,19,80.0
2021-05-03,20,67.0
2021-05-03,21,65.0
2021-05-03,23,52.0
2021-05-04,1,56.0
2021-05-04,5,56.0
2021-05-04,6,56.0
2021-05-04,7,74.0
2021-05-04,8,78.0
2021-05-04,9,79.0
2021-05-04,10,80.0
2021-05-04,11,80.0
2021-05-04,12,82.0
2021-05-04,13,82.0
2021-05-04,14,82.0
2021-05-04,15,82.0
2021-05-04,16,87.0
2021-05-04,17,87.0
2021-05-04,18,85.0
2021-05-04,19,79.0
2021-05-04,20,67.0
2021-05-04,21,65.0
2021-05-04,22,56.0
2021-05-04,23,56.0
2021-05-05,0,55.0
2021-05-05,1,54.0
2021-05-05,5,50.0
2021-05-05,6,50.0
2021-05-05,7,64.0
2021-05-05,8,69.0
2021-05-05,9,70.0
2021-05-05,10,71.0
2021-05-05,11,71.0
2021-05-05,12,70.0
2021-05-05,13,70.0
2021-05-05,14,69.0
2021-05-05,15,69.0
2021-05-05,16,74.0
2021-05-05,17,79.0
2021-05-05,18,79.0
2021-05-05,19,74.0
2021-05-05,20,66.0
2021-05-05,21,63.0
2021-05-05,22,61.0
2021-05-05,23,56.0
2021-05-06,0,56.0
2021-05-06,2,50.0
2021-05-06,5,48.0
2021-05-06,6,48.0
2021-05-06,7,60.0
2021-05-06,8,65.0
2021-05-06,9,66.0
2021-05-06,10,67.0
2021-05-06,11,68.0
2021-05-06,12,66.0
2021-05-06,13,66.0
2021-05-06,14,63.0
2021-05-06,15,63.0
2021-05-06,16,69.0
2021-05-06,17,74.0
2021-05-06,18,76.0
2021-05-06,19,74.0
2021-05-06,20,63.0
2021-05-06,21,61.0
2021-05-06,22,62.0
2021-05-06,23,57.0
2021-05-07,0,53.0
2021-05-07,1,52.0
2021-05-07,2,51.0
2021-05-07,3,49.0
2021-05-07,5,48.0
2021-05-07,6,49.0
2021-05-07,7,60.0
2021-05-07,8,66.0
2021-05-07,9,69.0
2021-05-07,10,73.0
2021-05-07,11,79.0
2021-05-07,12,81.0
2021-05-07,13,81.0
2021-05-07,14,80.0
2021-05-07,15,80.0
2021-05-07,16,81.0
2021-05-07,17,83.0
2021-05-07,18,84.0
2021-05-07,19,78.0
2021-05-07,20,73.0
2021-05-07,21,68.0
2021-05-07,22,66.0
2021-05-07,23,62.0
2021-05-08,0,57.0
2021-05-08,1,54.0
2021-05-08,2,54.0
2021-05-08,3,50.0
2021-05-08,4,45.0
2021-05-08,5,45.0
2021-05-08,6,46.0
2021-05-08,7,53.0
2021-05-08,8,59.0
2021-05-08,9,72.0
2021-05-08,10,84.0
2021-05-08,11,99.0
2021-05-08,12,104.0
2021-05-08,13,104.0
2021-05-08,14,104.0
2021-05-08,15,104.0
2021-05-08,16,103.0
2021-05-08,17,96.0
2021-05-08,18,96.0
2021-05-08,19,88.0
2021-05-08,20,76.0
2021-05-08,21,69.0
2021-05-08,22,68.0
2021-05-08,23,64.0
2021-05-09,0,60.0
2021-05-09,1,58.0
2021-05-09,2,56.0
2021-05-09,3,54.0
2021-05-09,6,48.0
2021-05-09,8,60.0
2021-05-09,9,72.0
2021-05-09,10,81.0
2021-05-09,11,95.0
2021-05-09,12,98.0
2021-05-09,13,98.0
2021-05-09,14,98.0
2021-05-09,15,98.0
2021-05-09,16,98.0
2021-05-09,17,95.0
2021-05-09,18,96.0
2021-05-09,19,88.0
2021-05-09,20,76.0
2021-05-09,21,70.0
2021-05-09,22,69.0
2021-05-09,23,64.0
2021-05-10,0,60.0
2021-05-10,1,56.0
2021-05-10,5,51.0
2021-05-10,6,52.0
2021-05-10,7,63.0
2021-05-10,8,72.0
2021-05-10,9,74.0
2021-05-10,10,71.0
2021-05-10,11,71.0
2021-05-10,12,74.0
2021-05-10,13,74.0
2021-05-10,14,73.0
2021-05-10,15,73.0
2021-05-10,16,78.0
2021-05-10,17,82.0
2021-05-10,18,82.0
2021-05-10,19,78.0
2021-05-10,20,65.0
2021-05-10,21,64.0
2021-05-10,22,55.0
2021-05-10,23,54.0
2021-05-11,0,55.0
2021-05-11,2,53.0
2021-05-11,3,51.0
2021-05-11,5,50.0
2021-05-11,6,50.0
2021-05-11,7,64.0
2021-05-11,8,72.0
2021-05-11,9,74.0
2021-05-11,10,71.0
2021-05-11,11,71.0
2021-05-11,12,71.0
2021-05-11,13,71.0
2021-05-11,14,71.0
2021-05-11,15,71.0
2021-05-11,16,76.0
2021-05-11,17,81.0
2021-05-11,18,81.0
2021-05-11,19,77.0
2021-05-11,20,65.0
2021-05-11,21,64.0
2021-05-11,22,57.0
2021-05-11,23,57.0
2021-05-12,0,55.0
2021-05-12,5,49.0
2021-05-12,6,50.0
2021-05-12,7,64.0
2021-05-12,8,72.0
2021-05-12,9,74.0
2021-05-12,10,71.0
2021-05-12,11,71.0
2021-05-12,12,72.0
2021-05-12,13,72.0
2021-05-12,14,72.0
2021-05-12,15,72.0
2021-05-12,16,77.0
2021-05-12,17,81.0
2021-05-12,18,81.0
2021-05-12,19,77.0
2021-05-12,20,65.0
2021-05-12,21,63.0
2021-05-12,22,63.0
2021-05-12,23,60.0
2021-05-13,0,53.0
2021-05-13,1,51.0
2021-05-13,5,47.0
2021-05-13,6,48.0
2021-05-13,7,63.0
2021-05-13,8,65.0
2021-05-13,9,67.0
2021-05-13,10,69.0
2021-05-13,11,71.0
2021-05-13,12,71.0
2021-05-13,13,71.0
2021-05-13,14,71.0
2021-05-13,15,71.0
2021-05-13,16,77.0
2021-05-13,17,81.0
2021-05-13,18,82.0
2021-05-13,19,78.0
2021-05-13,20,62.0
2021-05-13,21,62.0
2021-05-13,22,60.0
2021-05-13,23,58.0
2021-05-14,0,54.0
2021-05-14,1,54.0
2021-05-14,2,54.0
2021-05-14,3,52.0
2021-05-14,5,51.0
2021-05-14,6,51.0
2021-05-14,7,64.0
2021-05-14,8,67.0
2021-05-14,9,69.0
2021-05-14,10,74.0
2021-05-14,11,82.0
2021-05-14,12,84.0
2021-05-14,13,84.0
2021-05-14,14,84.0
2021-05-14,15,84.0
2021-05-14,16,85.0
2021-05-14,17,87.0
2021-05-14,18,88.0
2021-05-14,19,81.0
2021-05-14,20,73.0
2021-05-14,21,68.0
2021-05-14,22,65.0
2021-05-14,23,62.0
2021-05-15,0,62.0
2021-05-15,1,62.0
2021-05-15,2,61.0
2021-05-15,5,53.0
2021-05-15,7,55.0
2021-05-15,8,57.0
2021-05-15,9,68.0
2021-05-15,10,80.0
2021-05-15,11,98.0
2021-05-15,12,108.0
2021-05-15,13,108.0
2021-05-15,14,108.0
2021-05-15,15,108.0
2021-05-15,16,107.0
2021-05-15,17,98.0
2021-05-15,18,99.0
2021-05-15,19,90.0
2021-05-15,20,76.0
2021-05-15,21,68.0
2021-05-15,22,65.0
2021-05-15,23,62.0
2021-05-16,0,65.0
2021-05-16,1,65.0
2021-05-16,2,63.0
2021-05-16,3,61.0
2021-05-16,4,55.0
2021-05-16,6,55.0
2021-05-16,7,56.0
2021-05-16,8,55.0
2021-05-16,9,64.0
2021-05-16,10,73.0
2021-05-16,11,92.0
2021-05-16,12,99.0
2021-05-16,13,99.0
2021-05-16,14,99.0
2021-05-16,15,99.0
2021-05-16,16,99.0
2021-05-16,17,95.0
2021-05-16,18,96.0
2021-05-16,19,88.0
2021-05-16,20,76.0
2021-05-16,21,68.0
2021-05-16,22,66.0
2021-05-16,23,63.0
2021-05-17,4,52.0
2021-05-17,5,52.0
2021-05-17,6,52.0
2021-05-17,7,53.0
2021-05-17,8,57.0
2021-05-17,9,58.0
2021-05-17,10,57.0
2021-05-17,11,63.0
2021-05-17,12,77.0
2021-05-17,13,77.0
2021-05-17,14,76.0
2021-05-17,15,76.0
2021-05-17,16,79.0
2021-05-17,17,83.0
2021-05-17,18,83.0
2021-05-17,19,77.0
2021-05-17,20,64.0
2021-05-17,21,62.0
2021-05-17,22,54.0
2021-05-17,23,54.0
2021-05-18,0,55.0
2021-05-18,1,51.0
2021-05-18,2,51.0
2021-05-18,5,47.0
2021-05-18,6,47.0
2021-05-18,7,62.0
2021-05-18,8,73.0
2021-05-18,9,74.0
2021-05-18,10,73.0
2021-05-18,11,68.0
2021-05-18,12,73.0
2021-05-18,13,73.0
2021-05-18,14,73.0
2021-05-18,15,73.0
2021-05-18,16,78.0
2021-05-18,17,81.0
2021-05-18,18,81.0
2021-05-18,19,75.0
2021-05-18,20,64.0
2021-05-18,21,62.0
2021-05-18,22,54.0
2021-05-18,23,55.0
2021-05-19,0,55.0
2021-05-19,5,47.0
2021-05-19,6,48.0
2021-05-19,7,71.0
2021-05-19,8,80.0
2021-05-19,9,80.0
2021-05-19,10,77.0
2021-05-19,11,73.0
2021-05-19,12,73.0
2021-05-19,13,73.0
2021-05-19,14,73.0
2021-05-19,15,73.0
2021-05-19,16,78.0
2021-05-19,17,81.0
2021-05-19,18,81.0
2021-05-19,19,76.0
2021-05-19,20,64.0
2021-05-19,21,62.0
2021-05-19,22,60.0
2021-05-19,23,57.0
2021-05-20,0,55.0
2021-05-20,1,52.0
2021-05-20,3,49.0
2021-05-20,5,47.0
2021-05-20,6,48.0
2021-05-20,7,71.0
2021-05-20,8,76.0
2021-05-20,9,76.0
2021-05-20,10,77.0
2021-05-20,11,74.0
2021-05-20,12,79.0
2021-05-20,13,79.0
2021-05-20,14,79.0
2021-05-20,15,79.0
2021-05-20,16,83.0
2021-05-20,17,86.0
2021-05-20,18,83.0
2021-05-20,19,78.0
2021-05-20,20,64.0
2021-05-20,21,62.0
2021-05-20,22,61.0
2021-05-20,23,58.0
2021-05-21,0,54.0
2021-05-21,1,51.0
2021-05-21,2,51.0
2021-05-21,5,47.0
2021-05-21,6,47.0
2021-05-21,7,70.0
2021-05-21,8,76.0
2021-05-21,9,77.0
2021-05-21,10,82.0
2021-05-21,11,84.0
2021-05-21,12,91.0
2021-05-21,13,91.0
2021-05-21,14,91.0
2021-05-21,15,91.0
2021-05-21,16,91.0
2021-05-21,17,91.0
2021-05-21,18,89.0
2021-05-21,19,81.0
2021-05-21,20,73.0
2021-05-21,21,68.0
2021-05-21,22,64.0
2021-05-21,23,62.0
2021-05-22,0,63.0
2021-05-22,1,62.0
2021-05-22,2,61.0
2021-05-22,4,52.0
2021-05-22,5,52.0
2021-05-22,6,52.0
2021-05-22,7,69.0
2021-05-22,8,74.0
2021-05-22,9,89.0
2021-05-22,10,99.0
2021-05-22,11,110.0
2021-05-22,12,113.0
2021-05-22,13,113.0
2021-05-22,14,113.0
2021-05-22,15,113.0
2021-05-22,16,112.0
2021-05-22,17,103.0
2021-05-22,18,99.0
2021-05-22,19,90.0
2021-05-22,20,76.0
2021-05-22,21,69.0
2021-05-22,22,66.0
2021-05-22,23,62.0
2021-05-23,0,64.0
2021-05-23,1,63.0
2021-05-23,2,62.0
2021-05-23,3,60.0
2021-05-23,5,54.0
2021-05-23,6,55.0
2021-05-23,7,66.0
2021-05-23,8,70.0
2021-05-23,9,83.0
2021-05-23,10,90.0
2021-05-23,11,104.0
2021-05-23,12,104.0
2021-05-23,13,104.0
2021-05-23,14,104.0
2021-05-23,15,104.0
2021-05-23,16,104.0
2021-05-23,17,100.0
2021-05-23,18,97.0
2021-05-23,19,88.0
2021-05-23,20,76.0
2021-05-23,21,69.0
2021-05-23,22,67.0
2021-05-23,23,63.0
2021-05-24,0,64.0
2021-05-24,1,55.0
2021-05-24,3,51.0
2021-05-24,4,49.0
2021-05-24,5,49.0
2021-05-24,6,49.0
2021-05-24,8,76.0
2021-05-24,9,75.0
2021-05-24,10,73.0
2021-05-24,11,75.0
2021-05-24,12,77.0
2021-05-24,13,77.0
2021-05-24,14,76.0
2021-05-24,15,76.0
2021-05-24,16,80.0
2021-05-24,17,83.0
2021-05-24,18,83.0
2021-05-24,19,77.0
2021-05-24,20,64.0
2021-05-24,21,62.0
2021-05-24,22,62.0
2021-05-24,23,59.0
2021-05-25,0,57.0
2021-05-25,5,48.0
2021-05-25,6,49.0
2021-05-25,7,68.0
2021-05-25,8,76.0
2021-05-25,9,75.0
2021-05-25,10,73.0
2021-05-25,11,75.0
2021-05-25,12,74.0
2021-05-25,13,74.0
2021-05-25,14,74.0
2021-05-25,15,74.0
2021-05-25,16,78.0
2021-05-25,17,82.0
2021-05-25,18,82.0
2021-05-25,19,76.0
2021-05-25,20,64.0
2021-05-25,21,62.0
2021-05-25,22,61.0
2021-05-25,23,59.0
2021-05-26,0,57.0
2021-05-26,1,54.0
2021-05-26,5,49.0
2021-05-26,6,49.0
2021-05-26,7,66.0
2021-05-26,8,74.0
2021-05-26,9,75.0
2021-05-26,10,74.0
2021-05-26,11,76.0
2021-05-26,12,76.0
2021-05-26,13,76.0
2021-05-26,14,76.0
2021-05-26,15,75.0
2021-05-26,16,80.0
2021-05-26,17,84.0
2021-05-26,18,84.0
2021-05-26,19,77.0
2021-05-26,20,64.0
2021-05-26,21,62.0
2021-05-26,22,61.0
2021-05-26,23,58.0
2021-05-27,0,56.0
2021-05-27,1,53.0
2021-05-27,3,51.0
2021-05-27,5,48.0
2021-05-27,6,49.0
2021-05-27,7,67.0
2021-05-27,8,71.0
2021-05-27,9,71.0
2021-05-27,10,74.0
2021-05-27,11,75.0
2021-05-27,12,79.0
2021-05-27,13,79.0
2021-05-27,14,79.0
2021-05-27,15,81.0
2021-05-27,16,86.0
2021-05-27,17,89.0
2021-05-27,18,87.0
2021-05-27,19,81.0
2021-05-27,20,65.0
2021-05-27,21,64.0
2021-05-27,22,63.0
2021-05-27,23,59.0
2021-05-28,0,55.0
2021-05-28,1,53.0
2021-05-28,2,53.0
2021-05-28,3,50.0
2021-05-28,5,48.0
2021-05-28,6,49.0
2021-05-28,7,67.0
2021-05-28,8,71.0
2021-05-28,9,72.0
2021-05-28,10,88.0
2021-05-28,11,99.0
2021-05-28,12,105.0
2021-05-28,13,105.0
2021-05-28,14,105.0
2021-05-28,15,107.0
2021-05-28,16,107.0
2021-05-28,17,107.0
2021-05-28,18,105.0
2021-05-28,19,98.0
2021-05-28,20,88.0
2021-05-28,21,79.0
2021-05-28,22,77.0
2021-05-28,23,73.0
2021-05-29,0,60.0
2021-05-29,1,58.0
2021-05-29,2,58.0
2021-05-29,3,55.0
2021-05-29,5,50.0
2021-05-29,6,51.0
2021-05-29,7,65.0
2021-05-29,8,73.0
2021-05-29,9,87.0
2021-05-29,10,104.0
2021-05-29,11,120.0
2021-05-29,12,122.0
2021-05-29,13,122.0
2021-05-29,14,122.0
2021-05-29,15,122.0
2021-05-29,16,123.0
2021-05-29,17,113.0
2021-05-29,18,110.0
2021-05-29,19,103.0
2021-05-29,20,100.0
2021-05-29,21,78.0
2021-05-29,22,75.0
2021-05-29,23,69.0
2021-05-30,0,53.0
2021-05-30,1,52.0
2021-05-30,2,52.0
2021-05-30,3,51.0
2021-05-30,4,47.0
2021-05-30,6,48.0
2021-05-30,7,64.0
2021-05-30,8,77.0
2021-05-30,9,90.0
2021-05-30,10,106.0
2021-05-30,11,125.0
2021-05-30,12,119.0
2021-05-30,13,119.0
2021-05-30,14,119.0
2021-05-30,15,119.0
2021-05-30,16,120.0
2021-05-30,17,118.0
2021-05-30,18,111.0
2021-05-30,19,108.0
2021-05-30,20,103.0
2021-05-30,21,81.0
2021-05-30,22,82.0
2021-05-30,23,77.0
2021-05-31,0,68.0
2021-05-31,1,60.0
2021-05-31,2,58.0
2021-05-31,5,53.0
2021-05-31,6,54.0
2021-05-31,7,77.0
2021-05-31,8,93.0
2021-05-31,9,89.0
2021-05-31,10,96.0
2021-05-31,11,91.0
2021-05-31,12,82.0
2021-05-31,13,82.0
2021-05-31,14,93.0
2021-05-31,15,96.0
2021-05-31,16,100.0
2021-05-31,17,102.0
2021-05-31,18,100.0
2021-05-31,19,99.0
2021-05-31,20,82.0
2021-05-31,21,89.0
2021-05-31,22,91.0
2021-05-31,23,72.0
2021-06-01,0,50.0
2021-06-01,1,49.0
2021-06-01,2,48.0
2021-06-01,5,45.0
2021-06-01,6,46.0
2021-06-01,7,64.0
2021-06-01,8,76.0
2021-06-01,9,80.0
2021-06-01,10,85.0
2021-06-01,11,84.0
2021-06-01,12,86.0
2021-06-01,13,86.0
2021-06-01,14,86.0
2021-06-01,15,86.0
2021-06-01,16,90.0
2021-06-01,17,95.0
2021-06-01,18,96.0
2021-06-01,19,90.0
2021-06-01,20,76.0
2021-06-01,21,75.0
2021-06-01,22,83.0
2021-06-01,23,76.0
2021-06-02,0,53.0
2021-06-02,2,51.0
2021-06-02,5,48.0
2021-06-02,6,48.0
2021-06-02,7,64.0
2021-06-02,8,76.0
2021-06-02,9,80.0
2021-06-02,10,85.0
2021-06-02,11,84.0
2021-06-02,12,86.0
2021-06-02,13,86.0
2021-06-02,14,86.0
2021-06-02,15,86.0
2021-06-02,16,90.0
2021-06-02,17,95.0
2021-06-02,18,91.0
2021-06-02,19,85.0
2021-06-02,20,73.0
2021-06-02,21,72.0
2021-06-02,22,70.0
2021-06-02,23,57.0
2021-06-03,0,53.0
2021-06-03,2,52.0
2021-06-03,5,48.0
2021-06-03,6,48.0
2021-06-03,7,64.0
2021-06-03,8,73.0
2021-06-03,9,75.0
2021-06-03,10,82.0
2021-06-03,11,81.0
2021-06-03,12,85.0
2021-06-03,13,85.0
2021-06-03,14,85.0
2021-06-03,15,85.0
2021-06-03,16,88.0
2021-06-03,17,91.0
2021-06-03,18,92.0
2021-06-03,19,83.0
2021-06-03,20,71.0
2021-06-03,21,69.0
2021-06-03,22,68.0
2021-06-03,23,62.0
2021-06-04,0,55.0
2021-06-04,1,54.0
2021-06-04,2,53.0
2021-06-04,4,50.0
2021-06-04,5,50.0
2021-06-04,6,50.0
2021-06-04,7,68.0
2021-06-04,8,74.0
2021-06-04,9,79.0
2021-06-04,10,99.0
2021-06-04,11,106.0
2021-06-04,12,111.0
2021-06-04,13,111.0
2021-06-04,14,111.0
2021-06-04,15,111.0
2021-06-04,16,110.0
2021-06-04,17,109.0
2021-06-04,18,110.0
2021-06-04,19,103.0
2021-06-04,20,98.0
2021-06-04,21,93.0
2021-06-04,22,87.0
2021-06-04,23,82.0
2021-06-05,0,61.0
2021-06-05,1,60.0
2021-06-05,2,59.0
2021-06-05,3,56.0
2021-06-05,5,50.0
2021-06-05,6,50.0
2021-06-05,7,61.0
2021-06-05,8,66.0
2021-06-05,9,80.0
2021-06-05,10,107.0
2021-06-05,11,125.0
2021-06-05,12,127.0
2021-06-05,13,127.0
2021-06-05,14,127.0
2021-06-05,15,127.0
2021-06-05,16,126.0
2021-06-05,17,116.0
2021-06-05,18,116.0
2021-06-05,19,110.0
2021-06-05,20,109.0
2021-06-05,21,91.0
2021-06-05,22,85.0
2021-06-05,23,78.0
2021-06-06,0,65.0
2021-06-06,1,65.0
2021-06-06,2,63.0
2021-06-06,3,61.0
2021-06-06,6,57.0
2021-06-06,8,63.0
2021-06-06,9,70.0
2021-06-06,10,96.0
2021-06-06,11,121.0
2021-06-06,12,120.0
2021-06-06,13,120.0
2021-06-06,14,120.0
2021-06-06,15,120.0
2021-06-06,16,119.0
2021-06-06,17,115.0
2021-06-06,18,113.0
2021-06-06,19,107.0
2021-06-06,20,109.0
2021-06-06,21,92.0
2021-06-06,22,88.0
2021-06-06,23,82.0
2021-06-07,0,60.0
2021-06-07,1,54.0
2021-06-07,2,52.0
2021-06-07,4,49.0
2021-06-07,5,49.0
2021-06-07,6,50.0
2021-06-07,7,65.0
2021-06-07,8,61.0
2021-06-07,9,63.0
2021-06-07,10,81.0
2021-06-07,11,89.0
2021-06-07,12,85.0
2021-06-07,13,85.0
2021-06-07,14,84.0
2021-06-07,15,84.0
2021-06-07,16,87.0
2021-06-07,17,90.0
